,Publisher
15184,Twin Palms Pub
15185,Twin Palms Publishers
15186,Twin Sisters
15187,Twin Sisters Productions
15188,Twisted Spoon Press
15189,Two Bears Press
15190,Two Canoes Press
15191,Two Continents Pub. Group
15192,Two Dog Pr
15193,Two Dog Press
15194,Two Dot Books
15195,Two Lane Pr
15196,Two Lane Press
15197,Two Lives Pub
15198,Two Plus Two Pub.
15199,Two Thirteen Sixty One Publications
15200,Two Trails Publishing
15201,Two-Can Publishers
15202,Two-Sixty Press
15203,Twomorrows Publishing
15204,Tx Bookman Remainders
15205,Txalaparta
15206,Txalaparta Argitaletxea S.L.
15207,"Txalaparta Argitaletxea, S.L."
15208,Txertoa
15209,Ty Crowell Co
15210,Tyke Corporation
15211,Tyndal House
15212,Tyndale
15213,Tyndale Audio
15214,Tyndale Entertainment
15215,Tyndale House
15216,Tyndale House Pub
15217,Tyndale House Pub (J)
15218,Tyndale House Publishers
15219,Tyndale House Putlishers
15220,Tyndale Kids
15221,Tynes Cowan Corp
15222,Tyrannosaurus Press
15223,Tyto Alba
15224,U M I Research Press
15225,U s Games Systems
15226,U. BÃ¤r Verlag
15227,U. Guanda
15228,U.S. Catholic Conference
15229,U.S. Games Systems
15230,UBC Press
15231,UBS Publishers Distributors
15232,UCA Editores
15233,UEBERREUTER WIRTSCHAFT
15234,UGE 10/18
15235,UIMP
15236,UMP
15237,US
15238,USCCB
15239,USENIX Association
15240,"UTB, Stuttgart"
15241,UTET
15242,UTN Publishers
15243,Uahc Pr
15244,Uccelli Press
15245,Ucs Press
15246,Ueberreuter
15247,"Ueberreuter, Wien"
15248,Ugly Town
15249,UglyTown
15250,Uglytown Productions
15251,Uigeverij Noli me tangere
15252,Uitgeverij 010 Publishers
15253,Uitgeverij Bert Bakker
15254,"Uitgeverij \""De Nieuwe Haagsche\"""
15255,Ullstein
15256,Ullstein Berlin
15257,Ullstein Buchverlage GmbH  Co. KG / Ullstein Tas
15258,Ullstein Buchverlage GmbH  Co.KG / Ullstein Tasc
15259,Ullstein Buchverlage Gmbh
15260,Ullstein Hc
15261,Ullstein HÃ?Â¶rverlag
15262,Ullstein TB-Vlg
15263,"Ullstein TB-Vlg., B."
15264,Ullstein Taschenbuch Verlag
15265,Ullstein Taschenbuchverlag
15266,Ullstein Tb
15267,"Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH"
15268,Ulmer (Eugen)
15269,Ultimate Pages
15270,Ultralight/ See Motorbooks
15271,Ultramar
15272,Ultramarine Pub Co
15273,"Ultramarine Publishing Company, Inc."
15274,Ulverscroft
15275,Ulverscroft Large Print
15276,Ulverscroft Large Print Books
15277,Ulysses Press
15278,Ulysses Travel Guides
15279,Ulysses Travel Publications
15280,Umbrella Press
15281,Umbriel
15282,Umi Research Pr
15283,Umschau
15284,Umschau Verlag
15285,Umschau-Verlag
15286,Un Monde diffÃ?Â©rent
15287,UnTechnical Press
15288,Unbounded Publications
15289,Unbridled Books
15290,Underwood Books
15291,Underwood Miller Inc
15292,Underwood-Miller
15293,Ungar
15294,Ungar Pub. Co.
15295,Unicorn Paperbacks
15296,Unicorn Pr
15297,Unicorn Press
15298,Unicorn Pub House
15299,Unicorn Pub. House
15300,Unicorn Publishing House
15301,"Unicorn Publishing House, The Incorporated"
15302,Unidad
15303,Unidad Editorial
15304,Unified Pubns
15305,Union Square Press
15306,Union gÃ©nÃ©rale d'Ã©ditions
15307,Unionsverlag
15308,Unique Publications
15309,"Unisystems, Inc."
15310,Unitarian Universalist Assn
15311,United Bible Societies
15312,United Church Press
15313,United Church Pub House
15314,United Church Pub. House
15315,United Electrical Radio  Machine Workers of
15316,United Hospital Fund
15317,United Methodist Publishing House
15318,United Nations Educational Scientific and Cultural Organization (UNESCO)
15319,United Research Publishers
15320,United States Capitol
15321,United States Holocaust Memorial Museum
15322,United States Institute of Peace
15323,United States Institute of Peace Press
15324,United States Intelligence Council
15325,United States Naval Inst.
15326,United States Naval Institute
15327,United States Playing Card Company
15328,United States Publishing
15329,Unity Books (Unity School of Christianity)
15330,Unity House
15331,Unity Press
15332,Unity School of Christianity
15333,Univ Games
15334,Univ Of Ca Press
15335,Univ Of Chicago Press
15336,Univ Of Ne Press
15337,Univ Of Nm Press
15338,Univ Of Queensland Press
15339,Univ Of Toronto Press
15340,Univ Of Wa+press
15341,Univ Pr of Amer
15342,Univ Pr of Colorado
15343,Univ Pr of Kentucky
15344,Univ Pr of Mississippi
15345,Univ Pr of Mississippi (T)
15346,Univ Pr of New England
15347,Univ Pub House
15348,Univ Puerto Rico Pr
15349,Univ of Alabama Pr
15350,Univ of Alabama Pr (T)
15351,Univ of Arizona Pr
15352,Univ of Arkansas Pr
15353,Univ of California Pr
15354,Univ of Chicago Pr
15355,Univ of Chicago Pr (Sd)
15356,Univ of Chicago Pr (T)
15357,Univ of Chicago Press
15358,Univ of Georgia Pr
15359,Univ of Hawaii Pr
15360,Univ of Illinois Graduate School of
15361,Univ of Illinois Pr
15362,Univ of Iowa Pr
15363,Univ of Massachusetts Pr
15364,Univ of Miami Pr
15365,Univ of Michigan College of
15366,Univ of Michigan Pr
15367,Univ of Minnesota Pr
15368,Univ of Minnesota Pr (T)
15369,Univ of Minnesota Pr (Trd)
15370,Univ of Minnesota Pr (Tx)
15371,Univ of Missouri Pr
15372,Univ of Missouri Pr (Tx)
15373,Univ of Nebraska Pr
15374,Univ of Nevada Pr
15375,Univ of New Mexico Pr
15376,Univ of North Carolina Pr
15377,Univ of Notre Dame Pr
15378,Univ of Oklahoma Pr
15379,Univ of Oklahoma Pr (T)
15380,Univ of Oklahoma Pr (Trd)
15381,Univ of Pennsylvania Pr
15382,Univ of Pittsburgh Pr
15383,Univ of Pittsburgh Pr (T)
15384,Univ of Pittsburgh Pr (Tx)
15385,Univ of Queensland Pr
15386,Univ of South Carolina Pr
15387,Univ of Tennessee Pr
15388,Univ of Texas Pr
15389,Univ of Texas Press
15390,Univ of Toronto Pr
15391,Univ of Toronto Pr (S)
15392,Univ of Toronto Pr (Trd)
15393,Univ of Utah Pr
15394,Univ of Virginia Pr
15395,Univ of Washington Pr
15396,Univ of Wisconsin Pr
15397,Univ of the South Pr
15398,Universal Business Directories Pty. Ltd
15399,Universal Publishers
15400,Universal Publishing  Distributing Corporati
15401,Universal Sales Marketing
15402,Universal Tradewinds Pub
15403,Universale Economica Feltrinelli
15404,Universe
15405,Universe Books
15406,Universe Publishing
15407,Universe Publishing (NY)
15408,"Universe Publishing, Company, The"
15409,"Universidad Complutense, Facultad de Derecho, SecciÃ³n de Publicaciones"
15410,"Universidad del PaÃ­s Vasco, Servicio Editorial"
15411,Universitas
15412,Universitetsforlaget
15413,Universiti Putra Malaysia Press
15414,University Books
15415,University Press of America
15416,University Press of Colorado
15417,University Press of Florida
15418,University Press of Idaho
15419,University Press of Kansas
15420,University Press of Kentucky
15421,University Press of Mississippi
15422,University Press of New England
15423,University Press of Virginia
15424,University Press of the Pacific
15425,University Science Books
15426,University Society Inc
15427,University of Alabama Press
15428,University of Alberta Press
15429,University of Alberta Press and Parkland Inst
15430,University of Arizona Press
15431,University of Arkansas Press
15432,University of British Columbia Press
15433,"University of California Los Angeles, Fowler"
15434,University of California Press
15435,University of Chicago Press
15436,University of Chicago Press (Trd)
15437,University of Georgia Press
15438,"University of Georgia, Savannah River Ecology"
15439,University of Hawaii Press
15440,University of Idaho Press
15441,University of Illinois Press
15442,University of Iowa Press
15443,University of Manitoba Press
15444,University of Maryland Sea Grant Publications
15445,University of Massachusetts Press
15446,University of Miami Press
15447,University of Michigan Press
15448,University of Minnesota Press
15449,University of Missouri Press
15450,University of Nebraska Press
15451,University of Nevada Press
15452,University of New Mexico Press
15453,University of New South Wales Press
15454,University of North Carolina Press
15455,University of North Florida Press (Jacksonvil
15456,University of North Texas Press
15457,University of Notre Dame Press
15458,University of Oklahoma Press
15459,University of Otago Press
15460,University of Ottawa Press
15461,University of Pennsylvania Press
15462,University of Pittsburgh Press
15463,University of Queensland Pr (Australia)
15464,University of Queensland Press
15465,University of Science  Philosophy
15466,University of South Carolina Press
15467,University of Tennessee Press
15468,University of Texas Press
15469,University of Toronto Press
15470,University of Utah Press
15471,University of Washington Press
15472,University of Wisconsin Press
15473,Unknown
15474,Unknown Publisher - Being Researched
15475,Unknown Truths.Com Pub Co
15476,Unleashed Books
15477,Unlimited Publishing
15478,Unwin Books
15479,Unwin Hyman
15480,Unwin Hyman/ See Routledge
15481,Unwin Paperbacks
15482,Upfront Publishing
15483,Uphill Publishing Ltd.
15484,Upline Press
15485,Upper
15486,Upper Access
15487,Upper Access Book Pub
15488,Upper Room
15489,Upper Room Books
15490,Uppsala University
15491,Upstart Pub
15492,Urachhaus
15493,Urania
15494,"Urania, Stuttgart"
15495,Urania-Verlag
15496,Urano
15497,Urano Ediciones S.A.
15498,Urantia Foundation
15499,Urban  Schwarzenberg
15500,Urban Land Institute
15501,Ure Smith
15502,Urj Press
15503,Us Games Systems Inc
15504,Usborne Books
15505,Usborne Pub Ltd
15506,Usborne Publishing Ltd
15507,Used Books
15508,Utah State Univ Pr
15509,Utusan Publications  Distributords [sic]
15510,Utusan Publications  Distributors
15511,V  A Publications
15512,V  R Editores
15513,V. Gollancz
15514,V. Hamy
15515,V/Search
15516,"VDE, Bln."
15517,VGM Career Books
15518,VGM Career Horizons
15519,VHF Press
15520,VHPS Virginia
15521,VIP Publishing
15522,VISOR E.A.S.A.
15523,VIZ LLC
15524,VLB
15525,VOSA
15526,VSA
15527,Vacation Spot Pub.
15528,Vacation Work Publications
15529,Vacation-Work
15530,Vaga
15531,Vahlen
15532,Vajra Print. and Pub. of Yoga Anand Ashram
15533,Vak-Verlag
15534,Valdemar
15535,Valente Pub. House
15536,Valentine Publishing House
15537,Valet Publishing
15538,Valley Press
15539,Valley of the Sun Publishing
15540,Value Communications
15541,Value Proprietary
15542,Van Dale Lexicografie
15543,Van Der Geest
15544,Van Der Kar Press
15545,Van Der Marck Editions
15546,Van Der Plas Publications
15547,Van Dishoeck
15548,Van Gennep
15549,Van Holkema  Warendorf
15550,Van Neste Books
15551,Van Nostrand
15552,Van Nostrand Co
15553,Van Nostrand Reinhold
15554,Van Nostrand Reinhold (Sd)
15555,Van Nostrand Reinhold (Trade)
15556,Van Nostrand Reinhold Co
15557,Van Nostrand Reinhold Co. [distributor]
15558,Van Nostrand Reinhold Company
15559,Van Nostrand Reinhold [distributor
15560,Van Nostrand Reinhold [distributor]
15561,Van Nostrand Reinhold/co Wiley
15562,Van Patten Publishing
15563,Van Veen/Perks
15564,VanDam Inc.
15565,VanMeter Publishing
15566,"Vandam Press, Inc."
15567,Vandamere Pr
15568,Vandamere Press
15569,"Vandenh. u. R., GÃ?Â¶tt."
15570,Vandenhoeck  Ruprecht
15571,Vanderbilt Univ Pr
15572,Vanderbilt University Press
15573,Vanderwyk  Burnham
15574,Vanessapress
15575,Vanguard Non-Fiction Books
15576,Vanguard Press
15577,Vantage Pr
15578,Vantage Press Inc.
15579,Vantine Pub.
15580,Vanwell Publishing
15581,Varietal Fair
15582,Varsity.Com
15583,Varsitybooks.Com
15584,Vassallucci
15585,Vasso Press
15586,"Vedanta Centre, Publishers"
15587,Vedanta Press
15588,Veen
15589,Vega
15590,Vega Books
15591,Vegan
15592,Vegan Society
15593,Vegetarian Guides Limited
15594,Vegetarian Press
15595,Vegetarian Resource Group
15596,Vehicule Press
15597,Velcro Crayons Publishing
15598,VeloPress
15599,Vendome Press
15600,Vendome Press for Universe
15601,Ventana Communications Group
15602,Ventana Pr
15603,Ventana Press
15604,Vents d'Ouest
15605,Ventura Classic
15606,Venture Media
15607,Venture Publishing (PA)
15608,Venus
15609,Venus Book Club of Bookspan
15610,Verbo
15611,Verdier
15612,Vereniging ter Bevordering van het Vlaamse Boekwezen
15613,Vergara
15614,Vergara Editor S.A.
15615,Veritas
15616,Veritas Pr
15617,Veritas Pub
15618,Veritas Tools Inc.
15619,Veritcal
15620,Verl. Das Bergland-Buch
15621,Verl. Volk  Welt
15622,Verlag Edition Text + Kritik
15623,Verlag Edition Text u. Kritik
15624,Verlag F. SchÃ¶ningh
15625,Verlag Frauenoffensive
15626,Verlag Gruner + Jahr
15627,Verlag Herder GmbH  Co KG
15628,Verlag Katholisches Bibelwerk
15629,Verlag Kiepenheuer  Witsch GmbH  Co KG
15630,Verlag Marxistische BlÃ¤tter
15631,Verlag Neues Leben
15632,Verlag Wissenschaft u. Politik
15633,Verlag Wolf Jobst Siedler GmbH
15634,Verlag am Dorenbach
15635,Verlag am Goetheanum
15636,Verlag an der Este
15637,Verlag der Autoren
15638,Verlag der Deutschen Hugenotten-Gesellschaft
15639,Verlag die Blaue Eule
15640,Verlag im Waldgut
15641,Verlag Ã?sterreich
15642,Verlags-Anstalt Union
15643,"Verlagsunion Pabel Moewig KG Moewig, Neff Hestia"
15644,Vermilion
15645,Vermont Institute of Natural Sciences
15646,Vermont Life Magazine
15647,Vernacular Press
15648,Vernal Equinox Pr
15649,Vernal Pr
15650,Vero Media Inc
15651,Veronica Lane Books
15652,Versal
15653,Verse Chorus Press
15654,Verso
15655,Versus Books
15656,Vertical
15657,"Vertical, Inc."
15658,Verticales
15659,Vertigo
15660,"Vertrieb an den Buchhandel, Nicolaische Verlagsbuchhandlung"
15661,Verulam Publishing Ltd
15662,Vervante
15663,Vgs Verlagsges.
15664,ViVi Company
15665,Viacom International
15666,Viatoris Communications
15667,"ViceconsejerÃ­a de Cultura y Deportes, Gobierno de Canarias"
15668,Vicens Vives
15669,Viceroy Press
15670,Victoires
15671,Victor Books
15672,Victor Books (CO)
15673,Victor Gollancz
15674,Victor Kamkin
15675,Victoria  Albert Museum
15676,Victoria House
15677,Victoria House Press
15678,Victoria University Press
15679,Victory Audio Video Services
15680,Victory Books
15681,Victory House
15682,Victory House Publishers
15683,Victory Publishing Company Inc
15684,Vida Pr
15685,Vida Publishers
15686,Vier-TÃ¼rme-Verlag
15687,Vieweg
15688,Vigot Maloine
15689,Vihicule Press
15690,Viking
15691,Viking Adult
15692,Viking Australia
15693,Viking Books
15694,Viking Bookspan Large Print Edition
15695,Viking Children's
15696,Viking Children's Bks
15697,Viking Children's Books
15698,Viking Compass
15699,Viking Juvenile
15700,Viking Kestrel
15701,Viking Penguin
15702,Viking Penguin Inc
15703,Viking Portable Library
15704,Viking Pr
15705,Viking Press
15706,Viking Press Inc
15707,Viking Studio
15708,Viking/Penguin Books (Nz)
15709,Village East Books
15710,Villagemarket Publishing
15711,Villard
15712,Villard Books
15713,Vilo International
15714,Vincent Lockhart
15715,Vincent Press Publishing
15716,Vine Books
15717,Vintage
15718,Vintage Books
15719,Vintage Books : distributed by Random House
15720,Vintage Books Canada
15721,Vintage Books USA
15722,Vintage Canada
15723,Vintage Contemporaries
15724,Vintage Crime/Black Lizard
15725,Vintage Image
15726,Vintage International
15727,Vintage Of Random House
15728,Vintage/Ebury (A Division of Random House Group)
15729,Vintage/Random House New Zealand
15730,Virago
15731,Virago Pr
15732,Virago Press
15733,Virago Press (UK)
15734,Virago Press Limited
15735,Viresh Publications
15736,Virgin Books
15737,Virgin Books Ltd.
15738,"Virgin Books, Ltd."
15739,Virgin Island Books
15740,Virgin Publishing
15741,Virgin Virgin
15742,Virginia Ghosts
15743,Virginia Pub. Co
15744,Virginia Publishing
15745,Virtual Pub Group Inc
15746,Virtual Publications
15747,Virtualbookworm.com Publishing
15748,Virus
15749,Visao Press
15750,Visible Ink Pr
15751,Visible Ink Press
15752,Visibooks
15753,Vision
15754,Vision Books
15755,Vision House Pub
15756,Vision House Publishers
15757,Vision Pr
15758,Vision Publications (MI)
15759,Vision Publishing
15760,Vision Works Publishing
15761,Visionary Enterprises
15762,Visions International Publishing
15763,Visions Technology
15764,Visor
15765,Visor Libros
15766,Vista Publishing (MN)
15767,Vista Publishing (NJ)
15768,Vista Publishing Inc
15769,Vistabooks
15770,Visual
15771,Visual Studies Workshop
15772,Visual Studies Workshop Pr
15773,Vital Health Publishing
15774,Vital Issues Press
15775,Vitality House International
15776,Vitality House Intl
15777,Vittorio Media Inc
15778,Viviane Hamy
15779,Vivisphere Pub
15780,Vivisphere Publishing
15781,Viz
15782,Viz Comics
15783,Viz Communications
15784,Viz Graphic Novels
15785,"Voggenreiter-Verlag, Inh. Ralph und Charles Voggenreiter"
15786,Voice  Vision Pub
15787,Volcano Pr
15788,Volcano Press
15789,Volk  Welt
15790,Volk und Welt
15791,Volo
15792,Volo Paperbacks
15793,Vosa
15794,Voxcorp Inc
15795,Voyager
15796,Voyager Books
15797,Voyageur North America
15798,Voyageur Pr
15799,Voyageur Press
15800,Voyageur Press (MN)
15801,Voyageur Pub
15802,Vuibert
15803,VÃ­a LÃ¡ctea
15804,"VÃ­a LÃ¡ctea : DistribuciÃ³n, \""SuÃ¡rez Calvo\"""
15805,W  H Publishers
15806,W  R Chambers
15807,W B E Z Alliance Inc
15808,W B Saunders
15809,W C B/McGraw-Hill
15810,W Cushing  Co
15811,W E L S Board for Parish Education
15812,W G Nichols Pub
15813,W H Freeman  Co
15814,W H Freeman  Co.
15815,W H Freeman Company Publishe
15816,W Paul Ganley Pub
15817,W Publishing Group
15818,W W Norton
15819,W W Norton  Co
15820,W W Norton  Co (Sd)
15821,W W Norton  Co Inc
15822,W Watson Publications
15823,"W. A. Benjamin, Advanced Book Program"
15824,W. B. Eerdmans Pub. Co
15825,W. B. Saunders
15826,W. C. Brown
